Appliances,NSM,T_out,Tdewpoint,RH_6,Press_mm_hg
420,80400,5.7,3.7333333333333294,85.7666666666667,735.966666666667
420,81000,5.75,3.75,85.0333333333333,736.0499999999997
260,81600,5.8,3.7666666666666715,84.1266666666667,736.1333333333331
80,82200,5.85,3.7833333333333297,84.06,736.216666666667
80,82800,5.9,3.8,84.79,736.2999999999997
80,83400,5.8,3.85,85.59666666666669,736.4
60,84000,5.7,3.9,86.26,736.5
90,84600,5.6,3.95,86.5933333333333,736.6
80,85200,5.5,4.0,87.49666666666668,736.7
60,85800,5.4,4.05,87.8966666666667,736.7999999999997
50,0,5.3,4.1,88.6333333333333,736.9
50,600,5.26666666666667,4.06666666666667,89.0266666666667,737.0
60,1200,5.23333333333333,4.0333333333333306,89.4,737.1
70,1800,5.2,4.0,89.19333333333331,737.2
320,2400,5.16666666666667,3.9666666666666686,89.4,737.2999999999997
400,3000,5.133333333333329,3.9333333333333296,88.98999999999998,737.4
400,3600,5.1,3.9,89.0633333333333,737.5
390,4200,5.11666666666667,3.916666666666672,91.16,737.6333333333331
130,4800,5.133333333333329,3.9333333333333296,91.43333333333328,737.766666666667
50,5400,5.15,3.95,91.26,737.9
40,6000,5.16666666666667,3.9666666666666686,91.5933333333333,738.033333333333
50,6600,5.18333333333333,3.9833333333333294,91.76,738.1666666666669
40,7200,5.2,4.0,91.76,738.2999999999997
50,7800,5.133333333333329,3.9333333333333296,91.8333333333333,738.4
50,8400,5.06666666666667,3.86666666666667,92.5666666666667,738.5
50,9000,5.0,3.8,93.53,738.6
40,9600,4.93333333333333,3.7333333333333294,93.32333333333328,738.7
40,10200,4.86666666666667,3.666666666666672,93.1266666666667,738.7999999999997
30,10800,4.8,3.6,92.8666666666667,738.9
20,11400,4.81666666666667,3.6333333333333298,92.96666666666668,739.016666666667
20,12000,4.8333333333333295,3.666666666666672,93.0933333333333,739.1333333333331
40,12600,4.85,3.7,94.045,739.25
50,13200,4.86666666666667,3.7333333333333294,94.6566666666667,739.366666666667
50,13800,4.883333333333329,3.7666666666666715,94.79666666666668,739.483333333333
40,14400,4.9,3.8,95.03,739.6
50,15000,4.91666666666667,3.7666666666666715,95.03,739.65
40,15600,4.93333333333333,3.7333333333333294,94.8666666666667,739.7
40,16200,4.95,3.7,94.7266666666667,739.75
40,16800,4.966666666666669,3.666666666666672,94.49333333333328,739.7999999999997
60,17400,4.98333333333333,3.6333333333333298,94.2266666666667,739.85
50,18000,5.0,3.6,94.1266666666667,739.9
50,18600,4.98333333333333,3.6833333333333296,94.0,739.966666666667
40,19200,4.966666666666669,3.7666666666666715,93.5633333333333,740.033333333333
40,19800,4.95,3.85,94.02333333333328,740.1
40,20400,4.93333333333333,3.9333333333333296,94.7266666666667,740.1666666666669
40,21000,4.91666666666667,4.01666666666667,95.0,740.233333333333
50,21600,4.9,4.1,95.53,740.2999999999997
80,22200,4.93333333333333,4.1,95.82,740.4333333333328
40,22800,4.966666666666669,4.1,96.03,740.5666666666667
30,23400,5.0,4.1,95.9,740.7
30,24000,5.0333333333333306,4.1,95.96666666666668,740.833333333333
30,24600,5.06666666666667,4.1,95.93333333333328,740.966666666667
50,25200,5.1,4.1,95.93333333333328,741.1
60,25800,5.1,4.05,96.09,741.216666666667
80,26400,5.1,4.0,96.09,741.333333333333
80,27000,5.1,3.95,96.09,741.45
90,27600,5.1,3.9,96.09,741.5666666666667
90,28200,5.1,3.85,96.09,741.6833333333328
160,28800,5.1,3.8,96.1566666666667,741.7999999999997
140,29400,5.05,3.7333333333333294,96.0266666666667,741.8833333333331
100,30000,5.0,3.666666666666672,95.76,741.966666666667
60,30600,4.95,3.6,95.45666666666668,742.0499999999997
60,31200,4.9,3.53333333333333,94.79,742.1333333333331
60,31800,4.85,3.4666666666666686,94.1933333333333,742.216666666667
50,32400,4.8,3.4,94.45,742.2999999999997
60,33000,4.883333333333329,3.4833333333333294,94.1933333333333,742.3833333333331
50,33600,4.966666666666669,3.56666666666667,94.6666666666667,742.466666666667
30,34200,5.05,3.65,95.0,742.5499999999997
40,34800,5.133333333333329,3.7333333333333294,95.3966666666667,742.6333333333331
30,35400,5.216666666666669,3.8166666666666704,95.79666666666668,742.716666666667
260,36000,5.3,3.9,96.26,742.7999999999997
500,36600,5.48333333333333,3.95,96.46666666666668,742.8833333333331
450,37200,5.66666666666667,4.0,96.56,742.966666666667
60,37800,5.85,4.05,96.5,743.0499999999997
60,38400,6.0333333333333306,4.1,96.56,743.1333333333331
60,39000,6.216666666666669,4.15,96.29333333333328,743.216666666667
50,39600,6.4,4.2,96.19,743.2999999999997
50,40200,6.5,4.16666666666667,96.19,743.333333333333
50,40800,6.6,4.133333333333328,95.02333333333328,743.366666666667
60,41400,6.7,4.1,94.5633333333333,743.4
60,42000,6.8,4.06666666666667,93.745,743.4333333333328
60,42600,6.9,4.0333333333333306,91.23,743.466666666667
60,43200,7.0,4.0,88.8966666666667,743.5
190,43800,7.0833333333333295,4.01666666666667,85.4633333333333,743.5
220,44400,7.16666666666667,4.0333333333333306,84.3966666666667,743.5
170,45000,7.25,4.05,83.09999999999998,743.5
390,45600,7.3333333333333295,4.06666666666667,82.8933333333333,743.5
90,46200,7.416666666666669,4.0833333333333295,82.3333333333333,743.5
60,46800,7.5,4.1,81.0,743.5
290,47400,7.416666666666669,4.06666666666667,80.36,743.5
130,48000,7.3333333333333295,4.0333333333333306,80.36,743.5
140,48600,7.25,4.0,78.79,743.5
240,49200,7.16666666666667,3.9666666666666686,78.18999999999998,743.5
50,49800,7.0833333333333295,3.9333333333333296,78.73,743.5
60,50400,7.0,3.9,77.1966666666667,743.5
60,51000,6.98333333333333,3.7333333333333294,76.3233333333333,743.5499999999997
60,51600,6.966666666666669,3.56666666666667,76.4633333333333,743.6
370,52200,6.95,3.4,77.4,743.65
200,52800,6.93333333333333,3.2333333333333294,77.6333333333333,743.7
70,53400,6.91666666666667,3.06666666666667,78.82666666666668,743.75
50,54000,6.9,2.9,79.48999999999998,743.7999999999997
40,54600,6.8,3.0,78.7566666666667,743.8166666666667
40,55200,6.7,3.1,79.06,743.833333333333
30,55800,6.6,3.2,82.5333333333333,743.85
30,56400,6.5,3.3,81.0266666666667,743.866666666667
30,57000,6.4,3.4,76.8333333333333,743.8833333333331
30,57600,6.3,3.5,75.1333333333333,743.9
40,58200,6.3333333333333295,3.3,75.3333333333333,743.95
50,58800,6.36666666666667,3.1,73.76,744.0
40,59400,6.4,2.9,73.5,744.0499999999997
40,60000,6.43333333333333,2.7,75.7,744.1
40,60600,6.466666666666669,2.5,76.3666666666667,744.15
60,61200,6.5,2.3,76.8933333333333,744.2
70,61800,6.31666666666667,2.43333333333333,77.56,744.283333333333
230,62400,6.133333333333329,2.56666666666667,77.995,744.366666666667
400,63000,5.95,2.7,78.7,744.45
410,63600,5.76666666666667,2.833333333333328,81.0333333333333,744.533333333333
260,64200,5.5833333333333295,2.9666666666666686,82.8933333333333,744.616666666667
120,64800,5.4,3.1,83.4333333333333,744.7
120,65400,5.3,3.15,84.2566666666667,744.75
90,66000,5.2,3.2,85.0633333333333,744.7999999999997
50,66600,5.1,3.25,86.45666666666668,744.85
40,67200,5.0,3.3,87.66333333333333,744.9
30,67800,4.9,3.35,88.6333333333333,744.95
50,68400,4.8,3.4,89.4266666666667,745.0
50,69000,4.75,3.4,90.2266666666667,745.033333333333
60,69600,4.7,3.4,90.8933333333333,745.0666666666667
50,70200,4.65,3.4,91.4,745.1
60,70800,4.6,3.4,91.26,745.1333333333331
60,71400,4.55,3.4,90.96333333333328,745.1666666666669
60,72000,4.5,3.4,91.2725,745.2
50,72600,4.5333333333333306,3.4,92.46,745.3166666666667
50,73200,4.56666666666667,3.4,93.19,745.4333333333328
50,73800,4.6,3.4,93.19,745.5499999999997
50,74400,4.633333333333329,3.4,93.06,745.6666666666669
50,75000,4.66666666666667,3.4,92.93333333333328,745.783333333333
60,75600,4.7,3.4,93.3666666666667,745.9
60,76200,4.8,3.4166666666666696,93.8933333333333,745.95
40,76800,4.9,3.43333333333333,94.26333333333328,746.0
30,77400,5.0,3.45,94.3966666666667,746.0499999999997
50,78000,5.1,3.4666666666666686,94.4,746.1
40,78600,5.2,3.4833333333333294,94.26,746.15
40,79200,5.3,3.5,94.3966666666667,746.2
60,79800,5.3333333333333295,3.4,94.59,746.266666666667
50,80400,5.36666666666667,3.3,94.6266666666667,746.333333333333
50,81000,5.4,3.2,94.29333333333328,746.4
40,81600,5.43333333333333,3.1,93.63333333333328,746.466666666667
50,82200,5.466666666666669,3.0,92.47,746.533333333333
40,82800,5.5,2.9,90.8,746.6
40,83400,5.5833333333333295,2.86666666666667,89.09999999999998,746.733333333333
40,84000,5.66666666666667,2.833333333333328,87.3666666666667,746.866666666667
40,84600,5.75,2.8,85.43,747.0
50,85200,5.8333333333333295,2.7666666666666706,84.6233333333333,747.1333333333331
50,85800,5.91666666666667,2.7333333333333294,83.82666666666668,747.266666666667
50,0,6.0,2.7,82.56,747.4
30,600,5.883333333333329,2.833333333333328,80.95666666666669,747.533333333333
20,1200,5.76666666666667,2.9666666666666686,80.68999999999998,747.6666666666669
30,1800,5.65,3.1,84.0333333333333,747.7999999999997
20,2400,5.5333333333333306,3.2333333333333294,86.56,747.9333333333328
40,3000,5.41666666666667,3.36666666666667,87.45666666666668,748.0666666666667
50,3600,5.3,3.5,86.33,748.2
60,4200,5.3,3.56666666666667,86.32666666666668,748.3166666666667
50,4800,5.3,3.6333333333333298,87.46666666666668,748.4333333333328
40,5400,5.3,3.7,89.32666666666668,748.5499999999997
40,6000,5.3,3.7666666666666715,89.97,748.6666666666669
50,6600,5.3,3.8333333333333295,89.8333333333333,748.783333333333
40,7200,5.3,3.9,89.2633333333333,748.9
40,7800,5.3333333333333295,3.8833333333333298,89.18999999999998,749.083333333333
50,8400,5.36666666666667,3.86666666666667,88.3933333333333,749.266666666667
50,9000,5.4,3.85,87.32666666666668,749.45
50,9600,5.43333333333333,3.8333333333333295,86.06,749.6333333333331
40,10200,5.466666666666669,3.8166666666666704,86.0,749.8166666666667
30,10800,5.5,3.8,85.3333333333333,750.0
20,11400,5.48333333333333,3.7833333333333297,85.06,750.2
20,12000,5.466666666666669,3.7666666666666715,84.76,750.4
20,12600,5.45,3.75,84.6333333333333,750.6
50,13200,5.43333333333333,3.7333333333333294,83.1966666666667,750.7999999999997
50,13800,5.41666666666667,3.7166666666666686,82.2566666666667,751.0
50,14400,5.4,3.7,80.98999999999998,751.2
40,15000,5.36666666666667,3.6833333333333296,80.1966666666667,751.3166666666667
40,15600,5.3333333333333295,3.666666666666672,80.14,751.4333333333328
50,16200,5.3,3.65,79.73,751.5499999999997
40,16800,5.26666666666667,3.6333333333333298,79.8633333333333,751.6666666666669
50,17400,5.23333333333333,3.61666666666667,80.0266666666667,751.783333333333
50,18000,5.2,3.6,79.6333333333333,751.9
50,18600,5.16666666666667,3.56666666666667,78.83,752.0499999999997
40,19200,5.133333333333329,3.53333333333333,78.43,752.2
40,19800,5.1,3.5,78.8233333333333,752.35
50,20400,5.06666666666667,3.4666666666666686,78.9633333333333,752.5
20,21000,5.0333333333333306,3.43333333333333,78.6333333333333,752.65
20,21600,5.0,3.4,78.3666666666667,752.7999999999997
50,22200,5.01666666666667,3.4,78.59999999999998,752.983333333333
40,22800,5.0333333333333306,3.4,78.9333333333333,753.1666666666669
60,23400,5.05,3.4,79.15999999999998,753.35
50,27000,5.05,3.4,79.5933333333333,754.1
50,27600,5.0333333333333306,3.4,79.8966666666667,754.1666666666669
40,28200,5.01666666666667,3.4,80.09,754.233333333333
40,28800,5.0,3.4,79.8966666666667,754.2999999999997
30,29400,5.0,3.36666666666667,79.49666666666668,754.45
200,30000,5.0,3.333333333333328,79.4,754.6
380,30600,5.0,3.3,79.4,754.75
370,31200,5.0,3.2666666666666706,79.06,754.9
330,31800,5.0,3.2333333333333294,79.1266666666667,755.0499999999997
420,32400,5.0,3.2,79.1566666666667,755.2
420,33000,5.0,3.18333333333333,79.09,755.3166666666667
320,33600,5.0,3.1666666666666696,78.9933333333333,755.4333333333328
90,34200,5.0,3.15,78.65999999999998,755.5499999999997
90,34800,5.0,3.13333333333333,79.46666666666668,755.6666666666669
140,35400,5.0,3.11666666666667,79.9933333333333,755.783333333333
110,36000,5.0,3.1,80.39,755.9
80,36600,5.0833333333333295,2.9833333333333294,80.9333333333333,756.033333333333
90,37200,5.16666666666667,2.86666666666667,80.7266666666667,756.1666666666669
100,37800,5.25,2.75,79.8933333333333,756.2999999999997
60,38400,5.3333333333333295,2.63333333333333,77.09999999999998,756.4333333333328
50,39000,5.41666666666667,2.5166666666666706,74.8666666666667,756.5666666666667
40,39600,5.5,2.4,75.7266666666667,756.7
80,40200,5.5833333333333295,2.35,76.0,756.783333333333
60,40800,5.66666666666667,2.3,76.1266666666667,756.866666666667
90,41400,5.75,2.25,75.29333333333331,756.95
90,42000,5.8333333333333295,2.2,73.56,757.033333333333
50,42600,5.91666666666667,2.15,71.8,757.116666666667
40,43200,6.0,2.1,69.9333333333333,757.2
50,43800,5.91666666666667,2.06666666666667,67.36,757.283333333333
40,44400,5.8333333333333295,2.03333333333333,65.9666666666667,757.366666666667
40,45000,5.75,2.0,64.6333333333333,757.45
50,45600,5.66666666666667,1.9666666666666697,64.90000000000002,757.533333333333
30,46200,5.5833333333333295,1.9333333333333305,63.34,757.616666666667
30,46800,5.5,1.9,62.0266666666667,757.7
20,47400,5.73333333333333,1.9,61.8933333333333,757.6833333333328
20,48000,5.966666666666669,1.9,62.1933333333333,757.6666666666669
50,48600,6.2,1.9,62.4666666666667,757.65
40,49200,6.43333333333333,1.9,61.9666666666667,757.6333333333331
50,49800,6.66666666666667,1.9,59.8933333333333,757.616666666667
40,50400,6.9,1.9,59.7633333333333,757.6
60,51000,6.8,1.75,61.0966666666667,757.5499999999997
40,51600,6.7,1.6,61.7633333333333,757.5
40,52200,6.6,1.45,61.03,757.45
50,52800,6.5,1.3,58.7333333333333,757.4
40,53400,6.4,1.15,56.4,757.35
40,54000,6.3,1.0,52.6933333333333,757.2999999999997
30,54600,6.31666666666667,0.8166666666666669,53.36,757.3166666666667
30,55200,6.3333333333333295,0.633333333333333,53.0566666666667,757.333333333333
30,55800,6.35,0.45,51.8633333333333,757.35
40,56400,6.36666666666667,0.266666666666667,52.245,757.366666666667
80,57000,6.383333333333329,0.0833333333333333,51.8233333333333,757.3833333333331
